"subject","condition","replication","leg","joint","time","angle"
2,1,6,1,2,36,8.90462307993478
2,1,6,1,2,37,8.89040600900639
2,1,6,1,2,38,8.85096714976916
2,1,6,1,2,39,8.79923803156622
2,1,6,1,2,40,8.7521411033776
2,1,6,1,2,41,8.72930908594196
2,1,6,1,2,42,8.75198598237454
2,1,6,1,2,43,8.84164175726797
2,1,6,1,2,44,9.01782212820587
2,1,6,1,2,45,9.2953499948673
2,1,6,1,2,46,9.68198370887291
2,1,6,1,2,47,10.1776902071553
2,1,6,1,2,48,10.7764103593933
2,1,6,1,2,49,11.4695771117966
2,1,6,1,2,50,12.2501441397406
2,1,6,1,2,51,13.1158908185695
2,1,6,1,2,52,14.0714287708278
2,1,6,1,2,53,15.129268199648
2,1,6,1,2,54,16.310699269794
2,1,6,1,2,55,17.6466214397328
2,1,6,1,2,56,19.1773088437598
2,1,6,1,2,57,20.9490303829462
2,1,6,1,2,58,23.0064432308201
2,1,6,1,2,59,25.3814012293178
2,1,6,1,2,60,28.081032297953
2,1,6,1,2,61,31.0809093438815
2,1,6,1,2,62,34.3273821008849
2,1,6,1,2,63,37.750109188192
2,1,6,1,2,64,41.277592920929
2,1,6,1,2,65,44.8465337760208
2,1,6,1,2,66,48.4002416725167
2,1,6,1,2,67,51.8792793804441
2,1,6,1,2,68,55.212684148067
2,1,6,1,2,69,58.3171798546263
2,1,6,1,2,70,61.1056605718816
2,1,6,1,2,71,63.4996211037149
2,1,6,1,2,72,65.4389970686836
2,1,6,1,2,73,66.8868925138866
2,1,6,1,2,74,67.8294761266959
2,1,6,1,2,75,68.2735942200459
2,1,6,1,2,76,68.2424114901359
2,1,6,1,2,77,67.7699234766144
2,1,6,1,2,78,66.8943051848792
2,1,6,1,2,79,65.6514424708773
2,1,6,1,2,80,64.0705116882907
2,1,6,1,2,81,62.1728984543028
2,1,6,1,2,82,59.9741141609942
2,1,6,1,2,83,57.4872196866643
2,1,6,1,2,84,54.7265936864328
2,1,6,1,2,85,51.711620522821
2,1,6,1,2,86,48.4697142265134
2,1,6,1,2,87,45.0371153343527
2,1,6,1,2,88,41.4562633759634
2,1,6,1,2,89,37.7699124619719
2,1,6,1,2,90,34.0151973455508
2,1,6,1,2,91,30.2220693728831
2,1,6,1,2,92,26.4187481899098
2,1,6,1,2,93,22.6435803837769
2,1,6,1,2,94,18.9592709390601
2,1,6,1,2,95,15.4623344986856
2,1,6,1,2,96,12.2806933362259
2,1,6,1,2,97,9.55571522128358
2,1,6,1,2,98,7.41213062765397
2,1,6,1,2,99,5.92561646053039
2,1,6,1,2,100,5.09945170633662
2,1,6,1,3,0,20.3250351350747
2,1,6,1,3,1,20.313619942513
2,1,6,1,3,2,20.2209955344825
2,1,6,1,3,3,19.9795687991083
2,1,6,1,3,4,19.5522007017479
2,1,6,1,3,5,18.9409815604623
2,1,6,1,3,6,18.1843087535616
2,1,6,1,3,7,17.3428635626316
2,1,6,1,3,8,16.4802828470246
2,1,6,1,3,9,15.6453660056452
2,1,6,1,3,10,14.8615963263138
2,1,6,1,3,11,14.1263942246049
2,1,6,1,3,12,13.4184762191847
2,1,6,1,3,13,12.7081525147262
2,1,6,1,3,14,11.9660790005027
2,1,6,1,3,15,11.1684101137273
2,1,6,1,3,16,10.2992729768339
2,1,6,1,3,17,9.35251230469365
2,1,6,1,3,18,8.33331472588938
2,1,6,1,3,19,7.25969797310223
2,1,6,1,3,20,6.16224079204962
2,1,6,1,3,21,5.08104971692992
2,1,6,1,3,22,4.0594119142457
2,1,6,1,3,23,3.13525812120474
2,1,6,1,3,24,2.33285239920185
2,1,6,1,3,25,1.65767330632027
2,1,6,1,3,26,1.09637785003204
2,1,6,1,3,27,0.621837552618283
2,1,6,1,3,28,0.200919962520229
2,1,6,1,3,29,-0.19744539832817
2,1,6,1,3,30,-0.596320748737647
2,1,6,1,3,31,-1.00829561731417
2,1,6,1,3,32,-1.43600741962578
2,1,6,1,3,33,-1.87454516864373
2,1,6,1,3,34,-2.31402502905301
2,1,6,1,3,35,-2.74204775946849
2,1,6,1,3,36,-3.14641332417766
2,1,6,1,3,37,-3.51842369878339
2,1,6,1,3,38,-3.85608066526145
2,1,6,1,3,39,-4.16565624141536
2,1,6,1,3,40,-4.46048644139479
2,1,6,1,3,41,-4.75725170915325
2,1,6,1,3,42,-5.07111873173508
2,1,6,1,3,43,-5.41161435979726
2,1,6,1,3,44,-5.78076155070383
2,1,6,1,3,45,-6.17377169674657
2,1,6,1,3,46,-6.58165820734779
2,1,6,1,3,47,-6.99403791471933
2,1,6,1,3,48,-7.40102450274664
2,1,6,1,3,49,-7.79377792403341
2,1,6,1,3,50,-8.16385488663086
2,1,6,1,3,51,-8.50193924340407
2,1,6,1,3,52,-8.79671918903509
2,1,6,1,3,53,-9.03428171838843
2,1,6,1,3,54,-9.19775910707683
2,1,6,1,3,55,-9.2667059443315
2,1,6,1,3,56,-9.21614780819848
2,1,6,1,3,57,-9.01639244888237
2,1,6,1,3,58,-8.63492435274559
2,1,6,1,3,59,-8.04101831088181
2,1,6,1,3,60,-7.21217549813389
2,1,6,1,3,61,-6.14018089394845
2,1,6,1,3,62,-4.83471646667887
2,1,6,1,3,63,-3.3223283269312
2,1,6,1,3,64,-1.64166692603053
2,1,6,1,3,65,0.162389368139793
2,1,6,1,3,66,2.04272299826762
2,1,6,1,3,67,3.95183207784364
2,1,6,1,3,68,5.84344142183107
2,1,6,1,3,69,7.67548537432442
2,1,6,1,3,70,9.41405755946319
2,1,6,1,3,71,11.0365248743675
2,1,6,1,3,72,12.5320905624191
2,1,6,1,3,73,13.9002936127795
2,1,6,1,3,74,15.1482018354412
2,1,6,1,3,75,16.2872891877268
2,1,6,1,3,76,17.330299422419
2,1,6,1,3,77,18.2889712359958
2,1,6,1,3,78,19.1730370263681
2,1,6,1,3,79,19.9899607110337
2,1,6,1,3,80,20.7445904111138
2,1,6,1,3,81,21.4384131221811
2,1,6,1,3,82,22.0688289498908
2,1,6,1,3,83,22.6289456696947
2,1,6,1,3,84,23.1081087146575
2,1,6,1,3,85,23.4931670990114
2,1,6,1,3,86,23.7700732442055
2,1,6,1,3,87,23.9255783176118
2,1,6,1,3,88,23.9490861319947
2,1,6,1,3,89,23.8345989498869
2,1,6,1,3,90,23.5824081152751
2,1,6,1,3,91,23.1998806771436
2,1,6,1,3,92,22.7017477946095
2,1,6,1,3,93,22.1104641208988
2,1,6,1,3,94,21.457229901457
2,1,6,1,3,95,20.7827496319758
2,1,6,1,3,96,20.1357866764329
2,1,6,1,3,97,19.5675790942102
2,1,6,1,3,98,19.1219656204706
2,1,6,1,3,99,18.8234930812467
2,1,6,1,3,100,18.6676852434615
2,1,6,2,1,0,1.03074876044466
2,1,6,2,1,1,1.42780311870641
2,1,6,2,1,2,1.47976352463003
2,1,6,2,1,3,1.14591968152824
2,1,6,2,1,4,0.485626196116068
2,1,6,2,1,5,-0.359485916950429
2,1,6,2,1,6,-1.20675825872612
2,1,6,2,1,7,-1.88423382080658
2,1,6,2,1,8,-2.27314807672956
2,1,6,2,1,9,-2.32809954801572
2,1,6,2,1,10,-2.07376083681267
2,1,6,2,1,11,-1.58491523704837
2,1,6,2,1,12,-0.958426177433174
2,1,6,2,1,13,-0.286144055736633
2,1,6,2,1,14,0.36473948529873
2,1,6,2,1,15,0.960359499803271
2,1,6,2,1,16,1.49749449294399
2,1,6,2,1,17,1.99399190418307
2,1,6,2,1,18,2.47597570560487
2,1,6,2,1,19,2.9661314058907
2,1,6,2,1,20,3.47565597042904
2,1,6,2,1,21,4.00106758947841
2,1,6,2,1,22,4.52608270344506
2,1,6,2,1,23,5.02741371146602
2,1,6,2,1,24,5.48294146386211
2,1,6,2,1,25,5.88011372357332
2,1,6,2,1,26,6.22202922010508
2,1,6,2,1,27,6.52860002934787
2,1,6,2,1,28,6.83170338148276
2,1,6,2,1,29,7.16507646722444
2,1,6,2,1,30,7.55260103247328
2,1,6,2,1,31,7.99937708230992
2,1,6,2,1,32,8.48844397170663
2,1,6,2,1,33,8.98517656288933
2,1,6,2,1,34,9.44814669427164
2,1,6,2,1,35,9.84350233088803
2,1,6,2,1,36,10.1574876499793
2,1,6,2,1,37,10.4016081746074
2,1,6,2,1,38,10.6082859127615
2,1,6,2,1,39,10.8186180465347
2,1,6,2,1,40,11.0672183283872
2,1,6,2,1,41,11.3703542315067
2,1,6,2,1,42,11.7220736095049
2,1,6,2,1,43,12.0988981478747
2,1,6,2,1,44,12.4707745906542
2,1,6,2,1,45,12.8132080064336
2,1,6,2,1,46,13.1157631822823
2,1,6,2,1,47,13.3836305390655
2,1,6,2,1,48,13.6312883722704
2,1,6,2,1,49,13.8718770751621
2,1,6,2,1,50,14.1079805279576
2,1,6,2,1,51,14.3284102626993
2,1,6,2,1,52,14.5119642874735
2,1,6,2,1,53,14.6352448972453
2,1,6,2,1,54,14.6802512835244
2,1,6,2,1,55,14.6383122719564
2,1,6,2,1,56,14.5089966267267
2,1,6,2,1,57,14.2943652891293
2,1,6,2,1,58,13.9903303725919
2,1,6,2,1,59,13.5777441511637
2,1,6,2,1,60,13.0161090839701
2,1,6,2,1,61,12.2433164799776
2,1,6,2,1,62,11.1822330581733
2,1,6,2,1,63,9.7549805646729
2,1,6,2,1,64,7.9055718614527
2,1,6,2,1,65,5.63093772402139
2,1,6,2,1,66,3.0155608342529
2,1,6,2,1,67,0.251259165544916
2,1,6,2,1,68,-2.38201808609888
2,1,6,2,1,69,-4.58185404728707
2,1,6,2,1,70,-6.10885044455887
2,1,6,2,1,71,-6.84762201932521
2,1,6,2,1,72,-6.81784861458381
2,1,6,2,1,73,-6.14763594172411
2,1,6,2,1,74,-5.02775880351667
2,1,6,2,1,75,-3.66472492831314
2,1,6,2,1,76,-2.23878475698868
2,1,6,2,1,77,-0.873945222087756
2,1,6,2,1,78,0.371581103894316
2,1,6,2,1,79,1.49400464730605
2,1,6,2,1,80,2.51787235104718
2,1,6,2,1,81,3.46808906779278
2,1,6,2,1,82,4.35120098600035
2,1,6,2,1,83,5.15143617709621
2,1,6,2,1,84,5.83903914018127
2,1,6,2,1,85,6.38204345730498
2,1,6,2,1,86,6.75178360079944
2,1,6,2,1,87,6.92008411181683
2,1,6,2,1,88,6.85472914107171
2,1,6,2,1,89,6.52191792308691
2,1,6,2,1,90,5.89908266108216
2,1,6,2,1,91,4.99405132878669
2,1,6,2,1,92,3.86338908841682
2,1,6,2,1,93,2.6200255003906
2,1,6,2,1,94,1.42372615783214
2,1,6,2,1,95,0.450475692001948
2,1,6,2,1,96,-0.155206251055141
2,1,6,2,1,97,-0.330726211602323
2,1,6,2,1,98,-0.12570455271459
2,1,6,2,1,99,0.305596884767958
2,1,6,2,1,100,0.75166526528826
2,1,6,2,2,0,8.52517897131524
2,1,6,2,2,1,8.65191264673072
2,1,6,2,2,2,9.17819672163928
2,1,6,2,2,3,9.92664913157544
2,1,6,2,2,4,10.7572841232215
2,1,6,2,2,5,11.5855275881409
2,1,6,2,2,6,12.377286810758
2,1,6,2,2,7,13.1272218188228
2,1,6,2,2,8,13.8334586975602
2,1,6,2,2,9,14.4800619730984
2,1,6,2,2,10,15.0330814099314
2,1,6,2,2,11,15.4494295262906
2,1,6,2,2,12,15.6930580644245
2,1,6,2,2,13,15.7505410564965
2,1,6,2,2,14,15.6387743863944
2,1,6,2,2,15,15.4023297052297
2,1,6,2,2,16,15.1016824514902
2,1,6,2,2,17,14.7981282185803
2,1,6,2,2,18,14.5405645858253
2,1,6,2,2,19,14.3576011019832
2,1,6,2,2,20,14.256377583622
2,1,6,2,2,21,14.2260645162867
2,1,6,2,2,22,14.2434770107092
2,1,6,2,2,23,14.2784717259039
2,1,6,2,2,24,14.2993291574668
2,1,6,2,2,25,14.2791757820955
2,1,6,2,2,26,14.2029061176779
2,1,6,2,2,27,14.0718365195254
2,1,6,2,2,28,13.903470183908
2,1,6,2,2,29,13.7253728981441
2,1,6,2,2,30,13.5656158574568
2,1,6,2,2,31,13.4432264493086
2,1,6,2,2,32,13.3619379352602
2,1,6,2,2,33,13.3099740741755
2,1,6,2,2,34,13.2659702354679
2,1,6,2,2,35,13.208760494668
2,1,6,2,2,36,13.1260858485017
2,1,6,2,2,37,13.0178694281372
2,1,6,2,2,38,12.8929324554973
2,1,6,2,2,39,12.7617046426279
2,1,6,2,2,40,12.6298239204788
2,1,6,2,2,41,12.4966793259351
2,1,6,2,2,42,12.3592658065359
2,1,6,2,2,43,12.2179266627093
2,1,6,2,2,44,12.0800904338792
2,1,6,2,2,45,11.960642734859
2,1,6,2,2,46,11.8795327986325
2,1,6,2,2,47,11.8580543216338
2,1,6,2,2,48,11.9146409607089
2,1,6,2,2,49,12.0612084700654
2,1,6,2,2,50,12.301581515811
2,1,6,2,2,51,12.633086070179
2,1,6,2,2,52,13.0513017661991
2,1,6,2,2,53,13.5562441897015
2,1,6,2,2,54,14.1576729711858
2,1,6,2,2,55,14.8779671759831
2,1,6,2,2,56,15.7524463505761
2,1,6,2,2,57,16.8272961974829
2,1,6,2,2,58,18.1553580541175
2,1,6,2,2,59,19.7890634550266
2,1,6,2,2,60,21.7705505645799
2,1,6,2,2,61,24.120756164998
2,1,6,2,2,62,26.8310078633781
2,1,6,2,2,63,29.8632733200413
2,1,6,2,2,64,33.1608253859709
2,1,6,2,2,65,36.6646776511749
2,1,6,2,2,66,40.324677352264
2,1,6,2,2,67,44.097291066822
2,1,6,2,2,68,47.9322216001858
2,1,6,2,2,69,51.7578652462613
2,1,6,2,2,70,55.4758390954514
2,1,6,2,2,71,58.9684710392724
2,1,6,2,2,72,62.1166382838812
2,1,6,2,2,73,64.8202374961536
2,1,6,2,2,74,67.0132233161585
2,1,6,2,2,75,68.6689115334076
2,1,6,2,2,76,69.7937532542446
2,1,6,2,2,77,70.4144595691748
2,1,6,2,2,78,70.563825707894
2,1,6,2,2,79,70.2702817920945
2,1,6,2,2,80,69.5528603982501
2,1,6,2,2,81,68.4212411228602
2,1,6,2,2,82,66.8799338957083
2,1,6,2,2,83,64.9351468454721
2,1,6,2,2,84,62.601667483769
2,1,6,2,2,85,59.9060591662357
2,1,6,2,2,86,56.8842307118285
2,1,6,2,2,87,53.5751195473394
2,1,6,2,2,88,50.0152954910596
2,1,6,2,2,89,46.2373462655822
2,1,6,2,2,90,42.2710281676609
2,1,6,2,2,91,38.1452954581508
2,1,6,2,2,92,33.8928318415674
2,1,6,2,2,93,29.5628011772986
2,1,6,2,2,94,25.2451130142971
2,1,6,2,2,95,21.0936266886698
2,1,6,2,2,96,17.321154148207
2,1,6,2,2,97,14.1510455502372
2,1,6,2,2,98,11.7497479123266
2,1,6,2,2,99,10.1821401762387
2,1,6,2,2,100,9.40800204807975
2,1,6,2,3,0,21.2077985604204
2,1,6,2,3,1,21.0352115725563
2,1,6,2,3,2,20.8650296633643
2,1,6,2,3,3,20.6545992102885
2,1,6,2,3,4,20.3772221290701
2,1,6,2,3,5,20.0247316431653
2,1,6,2,3,6,19.6023693259143
2,1,6,2,3,7,19.1187009017112
2,1,6,2,3,8,18.5759702994367
2,1,6,2,3,9,17.965686109629
2,1,6,2,3,10,17.2714490483659
2,1,6,2,3,11,16.4776560566276
2,1,6,2,3,12,15.5801604248519
2,1,6,2,3,13,14.5940191488323
2,1,6,2,3,14,13.5542294023034
2,1,6,2,3,15,12.5091304461061
2,1,6,2,3,16,11.5085965481564
2,1,6,2,3,17,10.5914714886894
2,1,6,2,3,18,9.77647282185434
2,1,6,2,3,19,9.05892701469552
2,1,6,2,3,20,8.41470893125957
2,1,6,2,3,21,7.80915842808509
2,1,6,2,3,22,7.20747866082395
2,1,6,2,3,23,6.58292560852967
2,1,6,2,3,24,5.92132000289225
2,1,6,2,3,25,5.22243034648008
2,1,6,2,3,26,4.499044735627
2,1,6,2,3,27,3.77360371466218
2,1,6,2,3,28,3.07259461044578
2,1,6,2,3,29,2.41962046660936
2,1,6,2,3,30,1.82932575180739
2,1,6,2,3,31,1.30438446910759
2,1,6,2,3,32,0.836004233476542
2,1,6,2,3,33,0.407721606397209
2,1,6,2,3,34,0.000919885269211135
2,1,6,2,3,35,-0.399528986944404
2,1,6,2,3,36,-0.801311535968068
2,1,6,2,3,37,-1.20388192262458
2,1,6,2,3,38,-1.60111298970729
2,1,6,2,3,39,-1.98619980966419
2,1,6,2,3,40,-2.35636403945306
2,1,6,2,3,41,-2.71500772955656
2,1,6,2,3,42,-3.07047227841885
2,1,6,2,3,43,-3.43257998975132
2,1,6,2,3,44,-3.80882997652242
2,1,6,2,3,45,-4.20186349819812
2,1,6,2,3,46,-4.60910040844622
2,1,6,2,3,47,-5.02439090351203
2,1,6,2,3,48,-5.44099928325434
2,1,6,2,3,49,-5.85452410212874
2,1,6,2,3,50,-6.26440295779377
2,1,6,2,3,51,-6.67338671476423
2,1,6,2,3,52,-7.08538631633523
2,1,6,2,3,53,-7.50279162168541
2,1,6,2,3,54,-7.92388587723057
2,1,6,2,3,55,-8.3401345290567
2,1,6,2,3,56,-8.73295297315592
2,1,6,2,3,57,-9.07067044437148
2,1,6,2,3,58,-9.30708332856899
2,1,6,2,3,59,-9.38404807619931
2,1,6,2,3,60,-9.23891948467877
2,1,6,2,3,61,-8.81611453782859
2,1,6,2,3,62,-8.0795615057319
2,1,6,2,3,63,-7.02121136144764
2,1,6,2,3,64,-5.66311603128605
2,1,6,2,3,65,-4.05243902581997
2,1,6,2,3,66,-2.25246946470452
2,1,6,2,3,67,-0.332786493546213
2,1,6,2,3,68,1.63932964640888
2,1,6,2,3,69,3.60556733014885
2,1,6,2,3,70,5.5211149236758
2,1,6,2,3,71,7.35700002426143
2,1,6,2,3,72,9.09985787966024
2,1,6,2,3,73,10.7499127478344
2,1,6,2,3,74,12.3173622579002
2,1,6,2,3,75,13.8179371279159
2,1,6,2,3,76,15.2676063138879
2,1,6,2,3,77,16.677256943542
2,1,6,2,3,78,18.0487100920497
2,1,6,2,3,79,19.373007675152
2,1,6,2,3,80,20.6315392562391
2,1,6,2,3,81,21.7995444365205
2,1,6,2,3,82,22.8510147977925
2,1,6,2,3,83,23.763625145376
2,1,6,2,3,84,24.5224687198454
2,1,6,2,3,85,25.1218235234144
2,1,6,2,3,86,25.5647582992253
2,1,6,2,3,87,25.8602385450829
2,1,6,2,3,88,26.0184293591294
2,1,6,2,3,89,26.0457386234391
2,1,6,2,3,90,25.9420286839225
2,1,6,2,3,91,25.7022751335307
2,1,6,2,3,92,25.3232403046996
2,1,6,2,3,93,24.8133280298138
2,1,6,2,3,94,24.2012770045947
2,1,6,2,3,95,23.5377068250777
2,1,6,2,3,96,22.886280511481
2,1,6,2,3,97,22.3074295817935
2,1,6,2,3,98,21.8429928359878
2,1,6,2,3,99,21.508664291395
2,1,6,2,3,100,21.2952356250313
2,1,7,1,1,0,3.06597420639709
2,1,7,1,1,1,3.21850148660151
2,1,7,1,1,2,3.00532527090518
2,1,7,1,1,3,2.38830413553942
2,1,7,1,1,4,1.43041949743683
2,1,7,1,1,5,0.272894332429384
2,1,7,1,1,6,-0.905527255511601
2,1,7,1,1,7,-1.93423480114137
2,1,7,1,1,8,-2.68648574029486
2,1,7,1,1,9,-3.09812712860154
2,1,7,1,1,10,-3.16881518121209
2,1,7,1,1,11,-2.95005471073051
2,1,7,1,1,12,-2.52396464988684
2,1,7,1,1,13,-1.98016647967487
2,1,7,1,1,14,-1.39606890586495
2,1,7,1,1,15,-0.824390094845107
2,1,7,1,1,16,-0.289550778773475
2,1,7,1,1,17,0.208562316154704
2,1,7,1,1,18,0.685459884791204
2,1,7,1,1,19,1.16128501551272
2,1,7,1,1,20,1.65184573289065
2,1,7,1,1,21,2.1636369949432
2,1,7,1,1,22,2.69308659717417
2,1,7,1,1,23,3.2290859624482
2,1,7,1,1,24,3.75716189087372
2,1,7,1,1,25,4.26432186715498
2,1,7,1,1,26,4.74342221900935
2,1,7,1,1,27,5.19555299529885
2,1,7,1,1,28,5.62938914911753
2,1,7,1,1,29,6.05735068864846
2,1,7,1,1,30,6.49028793086733
2,1,7,1,1,31,6.93332990553325
2,1,7,1,1,32,7.38496351067648
2,1,7,1,1,33,7.83922458869128
2,1,7,1,1,34,8.28911129903626
2,1,7,1,1,35,8.72908836468723
2,1,7,1,1,36,9.15584893702417
2,1,7,1,1,37,9.56767702040224
2,1,7,1,1,38,9.96334130072426
2,1,7,1,1,39,10.3415166719282
2,1,7,1,1,40,10.701099998852
2,1,7,1,1,41,11.0422071085775
2,1,7,1,1,42,11.3671878671716
2,1,7,1,1,43,11.6808868751713
2,1,7,1,1,44,11.9898255731447
2,1,7,1,1,45,12.3004864530593
2,1,7,1,1,46,12.6171962418059
2,1,7,1,1,47,12.9402247139907
2,1,7,1,1,48,13.2645188657385
2,1,7,1,1,49,13.579428724131
2,1,7,1,1,50,13.8690774646017
2,1,7,1,1,51,14.1130840129783
2,1,7,1,1,52,14.2872960822431
2,1,7,1,1,53,14.3648192703756
2,1,7,1,1,54,14.3178506396689
2,1,7,1,1,55,14.120273053428
2,1,7,1,1,56,13.7499111790576
2,1,7,1,1,57,13.1889978343836
2,1,7,1,1,58,12.4221445784887
2,1,7,1,1,59,11.4327020006607
2,1,7,1,1,60,10.1991605818496
2,1,7,1,1,61,8.69362850790498
2,1,7,1,1,62,6.88555599287462
2,1,7,1,1,63,4.7550282813363
2,1,7,1,1,64,2.31827475448057
2,1,7,1,1,65,-0.340249830965228
2,1,7,1,1,66,-3.0470988786399
2,1,7,1,1,67,-5.55363164388647
2,1,7,1,1,68,-7.58807176204839
2,1,7,1,1,69,-8.92409494727209
2,1,7,1,1,70,-9.43339816996732
2,1,7,1,1,71,-9.10391646343894
2,1,7,1,1,72,-8.03127029773035
2,1,7,1,1,73,-6.39123317621451
2,1,7,1,1,74,-4.40194751418767
2,1,7,1,1,75,-2.28166365091244
2,1,7,1,1,76,-0.212719354239959
2,1,7,1,1,77,1.67858668635363
2,1,7,1,1,78,3.32410818304844
2,1,7,1,1,79,4.70535936122203
2,1,7,1,1,80,5.84025478932336
2,1,7,1,1,81,6.76940416248682
2,1,7,1,1,82,7.54061229188589
2,1,7,1,1,83,8.19265051181243
2,1,7,1,1,84,8.74169742464602
2,1,7,1,1,85,9.17455022413492
2,1,7,1,1,86,9.45164490759742
2,1,7,1,1,87,9.51929393207905
2,1,7,1,1,88,9.32749094205622
2,1,7,1,1,89,8.8483354362748
2,1,7,1,1,90,8.09129968973542
2,1,7,1,1,91,7.11155206680588
2,1,7,1,1,92,6.00950360144601
2,1,7,1,1,93,4.91810072015303
2,1,7,1,1,94,3.97982501691442
2,1,7,1,1,95,3.316876781491
2,1,7,1,1,96,3.00058256931237
2,1,7,1,1,97,3.02864032853226
2,1,7,1,1,98,3.31853319221944
2,1,7,1,1,99,3.72224102094202
2,1,7,1,1,100,4.06023230882875
2,1,7,1,2,0,4.96586832967631
2,1,7,1,2,1,4.88522785429614
2,1,7,1,2,2,5.196697324226
2,1,7,1,2,3,5.73279233927791
2,1,7,1,2,4,6.34310704389724
2,1,7,1,2,5,6.9205466553151
2,1,7,1,2,6,7.41143303050352
2,1,7,1,2,7,7.81007144378297
2,1,7,1,2,8,8.14291122721804
2,1,7,1,2,9,8.44835078429137
2,1,7,1,2,10,8.75851314098393
2,1,7,1,2,11,9.08824194226763
2,1,7,1,2,12,9.43327190303947
2,1,7,1,2,13,9.77499268276503
2,1,7,1,2,14,10.0882271926515
2,1,7,1,2,15,10.3484235393936
2,1,7,1,2,16,10.5368437328104
2,1,7,1,2,17,10.643275422964
2,1,7,1,2,18,10.6662857676843
2,1,7,1,2,19,10.6120746873631
2,1,7,1,2,20,10.4930686562869
2,1,7,1,2,21,10.32658582728
2,1,7,1,2,22,10.1332562845983
2,1,7,1,2,23,9.93486870009833
2,1,7,1,2,24,9.75217391929091
2,1,7,1,2,25,9.60327750196738
2,1,7,1,2,26,9.5025109886615
2,1,7,1,2,27,9.45932773163087
2,1,7,1,2,28,9.47700232701279
2,1,7,1,2,29,9.55183380934719
2,1,7,1,2,30,9.67335033960975
2,1,7,1,2,31,9.82567758587977
2,1,7,1,2,32,9.98989186203615
2,1,7,1,2,33,10.146825410025
2,1,7,1,2,34,10.2795633993202
2,1,7,1,2,35,10.3750563491476
2,1,7,1,2,36,10.4247363055113
2,1,7,1,2,37,10.4245720756579
2,1,7,1,2,38,10.374856190819
2,1,7,1,2,39,10.2802933094372
2,1,7,1,2,40,10.1503896245912
2,1,7,1,2,41,9.99988850844188
2,1,7,1,2,42,9.84880114811997
2,1,7,1,2,43,9.72188925481542
2,1,7,1,2,44,9.64771203852684
2,1,7,1,2,45,9.65697435614495
2,1,7,1,2,46,9.77978116244517
2,1,7,1,2,47,10.0416975372209
2,1,7,1,2,48,10.4593422887364
2,1,7,1,2,49,11.0374677453964
2,1,7,1,2,50,11.7691838697796
2,1,7,1,2,51,12.6404602498453
2,1,7,1,2,52,13.6377517316377
2,1,7,1,2,53,14.7563061835566
2,1,7,1,2,54,16.0064347217664
2,1,7,1,2,55,17.415867098526
2,1,7,1,2,56,19.0269323691286
2,1,7,1,2,57,20.888776168369
2,1,7,1,2,58,23.0454725339445
2,1,7,1,2,59,25.5227871399852
2,1,7,1,2,60,28.3180972959387
2,1,7,1,2,61,31.3970744451625
2,1,7,1,2,62,34.7001489466083
2,1,7,1,2,63,38.1562184118856
2,1,7,1,2,64,41.6969374287716
2,1,7,1,2,65,45.2640717472948
2,1,7,1,2,66,48.807403148769
2,1,7,1,2,67,52.2765552078039
2,1,7,1,2,68,55.6127973781128
2,1,7,1,2,69,58.7457268562322
2,1,7,1,2,70,61.5962346605829
2,1,7,1,2,71,64.0845565424666
2,1,7,1,2,72,66.1401250785704
2,1,7,1,2,73,67.7099327981589
2,1,7,1,2,74,68.7638071564863
2,1,7,1,2,75,69.2959997383274
2,1,7,1,2,76,69.3233817551922
2,1,7,1,2,77,68.8805421014268
2,1,7,1,2,78,68.0121783669413
2,1,7,1,2,79,66.7645833483352
2,1,7,1,2,80,65.1779404157068
2,1,7,1,2,81,63.280894731266
2,1,7,1,2,82,61.0887377819301
2,1,7,1,2,83,58.6056044745613
2,1,7,1,2,84,55.8309710172883
2,1,7,1,2,85,52.7688094922633
2,1,7,1,2,86,49.4361881134401
2,1,7,1,2,87,45.8673868057795
2,1,7,1,2,88,42.1111314266537
2,1,7,1,2,89,38.2222000942373
2,1,7,1,2,90,34.2527503809664
2,1,7,1,2,91,30.2491068588176
2,1,7,1,2,92,26.2567495425574
2,1,7,1,2,93,22.3315385891978
2,1,7,1,2,94,18.5515457379515
2,1,7,1,2,95,15.0221190088135
2,1,7,1,2,96,11.8699211269538
2,1,7,1,2,97,9.22505794883896
2,1,7,1,2,98,7.19511313865222
2,1,7,1,2,99,5.83785827374788
2,1,7,1,2,100,5.14093079031194
2,1,7,1,3,0,18.6432665813677
2,1,7,1,3,1,18.6156071677824
2,1,7,1,3,2,18.6080930212664
2,1,7,1,3,3,18.5465702540538
2,1,7,1,3,4,18.3675665440862
2,1,7,1,3,5,18.0324913651052
2,1,7,1,3,6,17.5343011806062
2,1,7,1,3,7,16.8951775926637
2,1,7,1,3,8,16.1571799651121
2,1,7,1,3,9,15.3693324006829
2,1,7,1,3,10,14.5750451401018
2,1,7,1,3,11,13.8030494711379
2,1,7,1,3,12,13.0634998781862
2,1,7,1,3,13,12.3486396450614
2,1,7,1,3,14,11.6375976986699
2,1,7,1,3,15,10.9036295034363
2,1,7,1,3,16,10.122508130152
2,1,7,1,3,17,9.28002591044118
2,1,7,1,3,18,8.37660834994722
2,1,7,1,3,19,7.42794485941944
2,1,7,1,3,20,6.46139210411137
2,1,7,1,3,21,5.5090782220279
2,1,7,1,3,22,4.60001182189551
2,1,7,1,3,23,3.75400415744466
